"","newc","id","Site","Jan.01","Feb.01","Mar.01","Apr.01","May.01","Jun.01","Jul.01","Aug.01","Sep.01","Oct.01","Nov.01","Dec.01","Jan.02","Feb.02","Mar.02","Apr.02","May.02","Jun.02","Jul.02","Aug.02","Sep.02","Oct.02","Nov.02","Dec.02"
"1070","C3","A 2","SW-A4070301 ",2.313,1.832,1.768,1.936,1.945,2.518,2.955,4.456,4.453,4.026,2.903,2.361,3.797,4.31,4.039,3.895,3.006,2.059,1.507,1.611,2.029,2.024,2.462,2.728
"1071","C1","A 3","SW-A4070401 ",5.174,4.055,2.85,1.996,2.031,1.721,1.731,3.032,3.064,2.579,2.563,2.671,1.716,2.813,2.565,1.697,1.705,3.137,2.041,2.67,3.245,2.693,4.677,4.507
"1072","C2","A 4","SW-A4070402 ",3.56,2.511,1.55,1.936,2.211,2.725,4.472,3.793,4.341,2.055,1.895,2.417,3.391,2.595,2.573,1.291,1.723,2.15,1.502,2.925,3.669,3.197,4.101,4.348
"1073","C1","A 3","SW-A4100101 ",5.458,3.825,2.669,2.055,1.952,1.891,2.111,2.33,2.881,2.56,2.859,2.874,2.529,3.573,4.339,4.412,3.482,3.271,2.355,1.942,1.643,1.88,2.434,1.606
"1074","C2","A 4","SW-B3130402 ",0.1554,1.57,2.549,3.129,3.405,3.543,3.473,3.285,3.598,3.077,2.865,2.817,0.08988,1.596,2.701,3.322,3.623,3.511,3.435,3.171,3.161,2.914,2.956,2.985
"1075","C3","A 2","SW-B3130502 ",1.938,1.488,1.694,2.042,2.758,3.351,4.309,4.272,3.77,3.4,2.326,2.118,5.736,2.298,2.106,2.277,2.372,2.179,3.042,2.845,2.706,2.772,2.007,3.125
"1076","C3","A 2","SW-B3130504 ",1.392,1.776,1.694,1.627,2.824,3.994,3.83,3.858,3.602,3.769,2.719,2.381,4.43,4.277,3.085,2.622,2.238,2.247,1.857,1.445,1.631,3.95,2.905,2.779
"1077","C2","A 4","SW-B3130505 ",1.747,1.37,1.815,2.396,3.261,3.823,3.925,4.389,3.45,3.105,2.367,1.818,2.979,1.216,1.718,2.449,2.926,3.312,3.937,4.768,3.221,2.939,2.351,1.649
"1078","C3","A 2","SW-B3170101 ",0.4627,2.154,2.251,2.185,3.049,3.239,3.574,4.457,3.041,3.501,3.157,2.395,2.404,4.041,3.755,2.653,3.076,1.478,1.448,2.094,1.574,3.147,3.589,4.207
"1079","C3","A 2","SW-B3170501 ",4.93,2.894,2.348,3.351,2.105,1.617,2.532,2.342,2.061,2.071,2.769,4.445,3.949,3.769,3.725,3.054,2.169,1.797,1.754,1.618,1.893,2.308,2.945,4.486
"1080","C4","A 1","SW-C0051000 ",5.251,2.261,1.424,2.251,2.75,3.047,3.497,3.23,3.298,2.387,2.342,1.728,5.182,3.864,3.299,3.429,2.776,2.471,2.302,1.963,1.985,1.755,2.403,2.037
"1081","C3","A 4","SW-C0623000 ",1.631,2.248,2.874,3.932,3.526,1.764,1.763,2.25,2.888,3.979,4.543,3.704,4.509,3.993,2.999,1.981,2.789,3.792,3.658,3.396,2.554,1.346,1.436,2.648
"1082","C3","A 2","SW-E7001300 ",1.992,1.771,2.083,2.438,2.376,3.209,4.267,4.422,4.093,3.083,1.963,1.769,3.67,2.684,2.812,2.245,1.895,2.021,1.44,1.614,2.84,3.673,4.107,4.464
"1083","C3","A 2","SW-E7070400 ",1.886,5.032,2.801,2.285,1.713,1.64,2.299,2.6,3.227,3.221,4.11,2.653,3.722,3.106,3.74,2.29,2.89,2.394,1.302,1.133,1.89,3.781,3.052,4.166
"1084","C2","A 4","SW-E7070500 ",0.9585,2.748,2.834,3.207,3.936,3.973,3.407,3.022,3.495,2.927,1.914,1.046,0.6337,2.803,3.863,4.254,3.867,3.212,2.557,2.961,2.54,2.293,2.842,1.64
"1085","C3","A 2","SW-E8000400 ",3.415,2.549,1.621,1.101,1.333,2.641,2.618,3.532,4.155,3.884,3.238,3.38,4.215,3.743,4.097,2.989,2.824,1.848,1.554,1.364,1.767,2.431,3.062,3.573
"1086","C4","A 1","SW-E8000900 ",4.885,3.514,1.878,1.221,1.733,1.932,2.464,3.182,3.325,3.352,2.977,3.004,5.268,3.973,3.331,2.48,1.983,1.937,2.121,2.074,2.05,2.406,2.951,2.893
"1087","C3","A 2","SW-E8101000 ",2.316,1.201,1.251,2.023,2.561,3.222,3.969,4.208,3.852,3.42,2.967,2.476,3.445,3.769,3.907,4.096,3.658,2.516,1.977,1.433,1.7,1.431,2.385,3.149
"1088","C3","A 2","SW-E8200450 ",2.853,2.884,1.793,2.227,2.619,1.316,2.397,1.792,3.422,3.317,4.027,4.819,4.399,3.86,3.471,3.128,2.469,1.693,1.463,1.602,1.636,2.951,3.165,3.631
"1089","C3","A 2","SW-E8300900 ",2.015,1.842,5.317,4.053,1.921,2.783,2.562,3.212,2.591,2.496,2.324,2.351,4.072,4,3.314,3.061,2.814,2.341,1.117,1.1,2.095,2.491,3.444,3.618
"1090","C3","A 2","SW-E8320300 ",2.306,2.258,4.561,2.255,1.107,3.936,2.606,2.277,2.529,4.288,3.044,2.299,3.668,2.569,2.299,4.533,3.893,2.448,1.724,1.497,1.735,2.071,3.314,3.715
"1091","C3","A 2","SW-Z1010501 ",1.906,1.962,1.546,1.612,2.356,2.979,3.749,4.361,4.144,3.668,2.979,2.202,4.327,3.581,4.212,2.466,1.884,2.442,1.97,1.79,1.916,4.074,2.928,1.875
"1092","C3","A 2","SW-Z1010538 ",0.09126,1.657,2.667,3.308,3.592,3.608,3.478,3.265,3.093,2.984,2.867,2.855,5.509,3.898,2.87,2.247,1.98,1.981,2.126,2.354,2.498,2.602,2.689,2.712
"1093","C3","A 2","SW-Z1010706 ",1.836,1.764,1.561,1.759,2.475,3.111,3.874,4.185,4.085,3.806,2.87,2.141,4.19,3.81,3.936,1.791,1.822,1.743,1.583,1.681,3.062,3.616,3.088,3.145
"1094","C3","A 2","SW-Z1010802 ",2.115,1.733,1.766,1.869,2.179,2.987,3.561,4.294,4.289,4.039,2.362,2.27,3.829,4.105,3.644,2.514,1.98,1.852,1.127,1.579,2.383,3.451,3.5,3.504
"1095","C3","A 2","SW-Z1011103 ",1.242,1.797,1.875,1.846,2.302,3.179,4.102,4.144,3.646,3.666,3.302,2.366,4.516,3.44,3.366,3.275,3.668,3.243,2.64,2.187,2.37,2.42,0.9353,1.406
"1096","C3","A 2","SW-Z1011301 ",1.393,1.75,1.676,1.892,2.698,3.54,3.819,4.423,3.925,3.147,2.863,2.341,4.897,3.775,2.775,2.198,2.694,2.785,1.365,1.274,2.443,2.814,2.772,3.674
"1097","C3","A 2","SW-Z1011402 ",1.292,1.863,1.916,1.712,2.579,3.515,3.57,4.383,4.061,3.463,2.752,2.359,4.294,2.944,2.987,2.393,2.567,2.566,1.149,1.144,2.842,2.758,3.414,4.409
"1098","C3","A 2","SW-Z1011503 ",1.867,1.533,1.617,1.877,2.471,3.26,4.04,4.316,3.815,3.61,2.908,2.153,2.535,3.125,4.076,3.968,2.548,1.378,1.569,1.479,2.127,3.182,3.492,3.987
"1099","C3","A 2","SW-Z1011545 ",1.956,1.576,1.544,1.823,2.369,3.323,3.874,4.305,3.94,3.668,2.857,2.231,3.073,3.306,4.271,4.475,2.563,2.181,1.213,1.356,2.272,2.604,2.77,3.383
"1100","C3","A 2","SW-Z1011604 ",2.179,1.686,1.498,1.708,2.306,3.14,3.74,4.15,4.173,3.807,2.978,2.101,3.388,4.437,4.405,3.199,2.25,1.958,1.174,1.602,2.81,3.003,2.474,2.765
"1101","C3","A 2","SW-Z1011701 ",1.878,1.775,1.691,1.643,2.409,3.241,3.668,4.255,4.285,3.684,2.703,2.235,3.71,3.321,3.645,3.347,2.839,1.337,1.086,1.585,2.814,2.455,3.064,4.264
"1102","C3","A 2","SW-Z1012001 ",1.604,1.622,1.852,2.098,2.358,3.407,3.609,4.368,4.286,3.507,2.538,2.218,3.512,3.765,2.896,2.271,2.709,2.307,1.134,1.455,2.138,2.851,4.218,4.21
"1103","C2","A 4","SW-Z1012101 ",2.477,2.459,2.481,2.484,2.507,2.881,2.711,2.74,5.814,2.666,1.646,2.599,2.42,3.21,3.083,2.409,2.274,2.363,1.842,1.576,5.454,3.274,2.393,3.168
"1104","C3","A 2","SW-Z1012204 ",2.65,1.8,1.539,1.62,1.773,3.164,3.531,3.818,4.286,4.148,2.8,2.337,4.921,3.669,3.244,2.501,2.377,2.655,1.518,1.412,1.913,2.421,3.386,3.449
"1105","C3","A 2","SW-Z1012301 ",2.4,1.906,1.52,1.696,1.961,3.047,3.917,4.81,3.732,3.232,2.542,2.703,4.548,3.204,3.354,2.942,3.033,2.567,1.323,1.263,1.773,2.235,3.381,3.845
"1106","C3","A 2","SW-Z1012323 ",2.494,1.514,1.507,1.827,2.163,3.59,3.921,4.042,4.376,3.065,2.641,2.326,4.896,2.814,2.488,2.692,2.775,2.103,1.939,1.009,2.147,3.467,3.492,3.644
"1107","C3","A 2","SW-Z1012340 ",1.94,1.539,1.984,2.188,1.62,3.326,3.778,4.269,4.416,3.199,2.612,2.594,4.528,2.202,3.126,3.134,3.122,2.2,1.643,0.9329,2.056,3.755,3.338,3.429
"1108","C3","A 2","SW-Z1012401 ",2.24,1.775,1.568,1.562,2.299,3.54,4.155,4.315,3.989,3.033,2.455,2.535,4.225,3.26,3.359,2.834,2.972,2.501,1.674,0.6388,1.862,3.955,3.079,3.107
"1109","C3","A 2","SW-Z1012601 ",2.411,2.177,1.699,1.845,2.15,2.845,3.841,5.053,3.832,3.1,2.33,2.186,3.935,3.03,3.221,2.566,2.996,2.407,1.371,1.453,1.917,2.294,3.523,4.754
"1110","C3","A 2","SW-Z1012701 ",3.654,3.231,1.26,1.288,1.579,2.704,2.664,2.751,3.19,4.401,3.89,2.855,4.015,3.366,3.466,3.014,2.794,2.132,1.468,1.095,1.555,3.571,3.006,3.984
"1111","C4","A 1","SW-Z1020101 ",5.449,4.009,3.081,2.466,2.049,2.033,2.068,2.323,2.405,2.376,2.641,2.566,5.384,4.057,3.138,2.481,2.098,1.977,2.021,2.155,2.375,2.46,2.646,2.675
"1112","C3","A 2","SW-Z1030105 ",2.438,2.096,1.981,1.256,1.68,2.634,3.21,3.841,3.918,4.636,3.161,2.615,3.508,3.968,4.387,3.904,3.105,2.451,1.503,1.296,2.136,1.94,2.606,2.661
"1113","C2","A 4","SW-Z1150102 ",1.314,1.456,2.814,2.745,2.753,3.166,3.157,4.901,3.414,3.51,2.617,1.621,1.825,0.521,3.15,3.568,3.014,2.068,2.107,4.148,3.283,3.77,2.951,3.059
"1114","C2","A 4","SW-Z1460101 ",0.3315,1.505,2.421,3.135,3.624,3.757,3.637,3.416,3.227,3.059,2.775,2.579,0.1344,1.667,2.377,2.729,3.311,3.519,3.515,3.42,3.056,3.013,3.292,3.434
"1115","C2","A 4","SW-Z1460136 ",2.095,1.922,2.345,2.313,2.421,2.58,4.361,5.265,2.79,2.117,2.455,2.801,0.3091,2.176,3.26,3.181,4.454,2.439,2.846,3.289,3.674,2.418,2.797,2.623
"1116","C2","A 4","SW-Z1470101 ",0.3824,1.392,2.168,2.836,3.286,3.58,3.661,3.597,3.325,3.248,3.006,2.984,0.3462,1.395,2.172,2.805,3.229,3.503,3.577,3.534,3.408,3.27,3.154,3.073
"1117","C3","A 2","SW-Z1520115 ",2.96,2.498,2.051,1.843,2.089,3.05,4.075,4.569,4.033,2.917,1.906,1.476,1.719,3.173,4.036,3.697,3.07,2.223,1.655,1.534,1.844,2.6,3.505,4.41
"1118","C3","A 2","SW-Z2040103 ",2.17,1.97,0.7762,2.887,3.11,1.969,3.526,2.622,2.852,4.637,3.775,3.171,3.89,3.516,3.531,3.043,2.138,1.107,1.176,2.108,3.03,3.116,2.569,4.241
"1119","C3","A 2","SW-Z2050102 ",2.042,1.542,1.498,1.987,3.282,3.293,4.302,3.748,3.68,2.429,1.847,3.817,3.739,3.681,4.219,2.946,2.365,2.265,1.783,1.837,1.573,2.034,2.572,4.452
"1120","C3","A 2","SW-Z3110110 ",1.671,1.686,1.583,2.303,2.957,3.187,4.279,4.429,3.488,3.401,2.62,1.864,3.96,3.545,2.885,2.401,2.098,0.455,2.58,2.614,3.187,3.845,2.061,3.835
"1121","C3","A 2","SW-Z4170101 ",1.616,1.813,2.016,2.191,2.71,3.928,4.478,3.405,3.954,3.167,2.694,1.495,4.194,3.561,2.987,2.667,2.362,1.674,1.429,1.531,2.346,2.685,3.626,4.404
"1122","C4","A 1","SW-Z4170107 ",5.474,3.702,2.565,1.994,1.715,1.982,2.448,2.85,3.007,2.852,2.604,2.273,5.194,3.909,3.058,2.38,2.101,1.845,1.786,1.897,2.359,2.587,3.042,3.306
"1123","C3","A 2","SW-Z4180101 ",1.001,2.108,3.27,3.152,2.503,2.08,2.565,3.536,5.072,2.965,3.095,2.12,3.446,2.931,4.422,4.242,3.759,2.495,1.56,1.385,1.92,2.463,2.167,2.678
"1124","C3","A 2","SW-Z5012802 ",2.587,2.182,1.139,1.493,1.955,3.61,2.901,2.447,3.199,4.173,4.191,3.59,3.799,3.527,3.69,3.13,2.984,2.274,1.488,1.22,1.717,2.021,3.467,4.151
"1125","C1","A 3","SW-Z5550105 ",5.572,3.866,2.801,2.418,2.365,2.248,1.942,2.13,2.316,2.55,2.615,2.642,0.0008912,1.885,3.137,3.697,3.679,3.398,2.91,2.781,2.853,3.178,2.795,3.152
"1126","C2","A 4","SW-Z6540101 ",2.143,2.053,1.54,2.618,4.52,4.528,2.75,3.565,2.51,3.326,2.154,1.759,2.662,2.682,2.556,4.378,4.224,4.464,1.882,1.831,2.601,1.976,1.826,2.383
"1127","C3","A 2","SW-Z6540102 ",3.035,2.018,1.077,1.072,2.08,3.046,3.182,3.466,3.393,4.178,3.669,3.251,3.593,3.398,3.577,3.173,2.698,1.983,1.934,1.608,1.657,1.64,3.668,4.537
"1128","C2","A 4","SW-Z7500103 ",0.1489,1.598,2.576,3.225,3.578,3.636,3.541,3.343,3.116,3.007,2.845,2.853,0.121,1.601,2.618,3.267,3.597,3.6,3.473,3.289,3.127,3.025,2.876,2.872
"1129","C2","A 4","SW-Z7500104 ",1.539,1.722,1.73,1.836,2.788,3.559,4.273,3.938,3.871,3.532,2.23,2.448,2.769,1.055,1.463,2.453,3.833,3.081,2.873,2.109,4.579,3.779,2.358,3.114
"1130","C2","A 4","SW-Z7500108 ",0.1436,1.613,2.595,3.241,3.58,3.646,3.549,3.323,3.127,2.982,2.837,2.829,0.1563,1.578,2.535,3.212,3.59,3.611,3.507,3.32,3.218,3.012,2.866,2.861
"1131","C2","A 4","SW-Z7500122 ",1.195,1.448,2.543,2.538,3.377,2.338,2.471,3.329,4.893,3.799,3.038,2.499,0.8186,1.228,3.096,2.1,3.29,2.822,2.641,3.338,4.413,3.238,3.621,2.862
"1132","C2","A 4","SW-Z8480103 ",2.115,1.78,1.59,1.686,1.727,2.835,3.544,4.179,4.32,3.686,3.058,2.947,1.563,2.715,2.691,2.379,2.241,1.896,2.258,3.826,4.563,4.405,3.131,1.797
"1133","C4","A 1","SW-Z8480204 ",5.355,3.695,2.585,1.89,1.717,1.88,2.135,2.377,2.944,3.117,2.987,2.783,5.471,3.923,2.888,2.207,1.964,1.981,2.059,2.312,2.584,2.631,2.776,2.67
"1134","C2","A 4","SW-Z8480259 ",0.4034,1.372,2.101,2.727,3.175,3.447,3.577,3.554,3.444,3.39,3.178,3.097,0.3725,1.389,2.145,2.783,3.202,3.477,3.599,3.569,3.445,3.302,3.123,3.061
"1135","C2","A 4","SW-Z8490102 ",1.847,1.723,1.842,2.299,2.443,3.027,3.651,4.216,3.536,4.59,2.504,1.79,1.63,1.759,2.578,2.427,4.892,3.651,2.824,1.951,1.872,4.073,3.035,2.776
"1136","C2","A 4","SW-Z8490120 ",1.37,1.209,1.76,2.484,3.447,3.593,4.08,3.955,3.678,3.021,2.693,2.176,2.497,1.991,2.309,2.844,2.772,2.121,4.518,3.436,3.585,4.333,1.473,1.588
"1137","C4","A 1","SW-Z8490124 ",5.248,4.163,3.387,2.747,2.337,2.087,1.986,2.042,2.145,2.31,2.478,2.536,5.207,4.145,3.442,2.842,2.316,2.037,1.96,1.967,2.156,2.352,2.509,2.534
"1138","C3","A 2","SW-Z9370107 ",3.22,1.624,1.018,1.579,2.075,2.8,3.542,3.66,3.916,4.081,3.051,2.898,3.788,4.261,3.452,2.437,2.118,1.52,1.631,1.578,2.093,3.106,3.794,3.687
"1139","C3","A 2","SW-Z9370209 ",0.4182,1.33,2.064,2.778,3.155,3.472,3.517,3.301,3.298,3.51,3.373,3.25,4.682,4.48,3.265,2.122,1.997,2.069,2.421,1.91,1.818,2.205,3.502,2.995
"1140","C3","A 2","SW-Z9370301 ",2.771,1.901,1.439,1.629,1.526,2.759,3.018,3.028,3.509,4.394,4.201,3.291,2.684,4.586,4.341,3.154,2.506,2.725,2.417,2.204,3.512,2.615,1.256,1.466
"1141","C3","A 2","SW-Z9380101 ",1.951,1.541,1.35,2.543,2.406,2.7,3.519,3.994,4.293,4.017,3.129,2.023,3.96,3.905,2.749,2.246,1.682,1.022,1.745,2.299,3.052,4.014,3.623,3.169
"1142","C3","A 2","SW-Z9410101 ",2.725,0.7978,0.8355,3.22,2.865,2.767,2.754,3.677,3.72,2.901,3.726,3.478,4.142,3.814,3.03,3.371,3.337,1.913,1.47,1.589,1.616,1.944,3.617,3.624
"1143","C2","A 4","SW-Z9420103 ",1.635,1.659,3.05,3.033,3.098,3.25,4.025,3.911,3.872,3.013,1.916,1.004,2.886,2.11,3.197,2.315,3.401,3.462,3.939,3.867,3.818,2.134,0.9542,1.384
"1144","C5","A 3","TH-PBVR0003 ",0.02158,2.202,2.391,2.883,2.153,2.242,3.58,1.523,2.535,3.341,3.594,1.673,1.08,1.338,0.9622,1.915,2.868,3.771,2.847,1.322,2.689,3.483,3.47,2.393
"1145","C5","A 3","TH-PBVR0004 ",0.3658,2.419,2.346,3.112,1.672,1.531,2.942,1.098,2.901,3.266,3.831,2.655,0.4093,1.331,1.559,2.496,2.285,3.577,2.886,1.188,2.88,3.337,3.228,2.963
"1146","C5","A 3","TH-PBVR0006 ",0.8778,1.895,3.434,3.787,2.109,2.46,3.61,1.485,2.697,3.056,1.824,0.9051,1.966,2.294,2.051,3.096,3.073,4.078,2.549,1.181,2.788,3.27,1.015,0.7786
"1147","C1","A 1","TH-PCHR0026 ",2.459,1.799,2.165,2.626,0.2337,2.169,4.438,2.018,1.747,2.848,3.339,2.311,3.96,2.718,2.999,2.866,1.919,1.855,1.392,1.071,0.8455,1.833,3.144,3.55
"1148","C2","A 2","TH-PCHR0028 ",1.168,1.063,1.168,2.053,2.342,3.056,2.816,2.991,4.082,3.625,2.276,1.51,1.889,1.114,0.9276,2.124,2.014,2.709,2.295,2.694,4.361,3.903,2.373,1.747
"1149","C3","A 3","TH-PCHR0030 ",1.204,1.173,1.343,1.732,2.008,2.956,3.196,3.29,4.278,3.15,2.113,1.709,3.827,2.842,2.902,2.349,2.743,2.418,2.551,2.622,3.126,0.887,0.1381,1.746
"1150","C3","A 3","TH-PCHR0031 ",2.067,1.778,1.14,1.405,1.6,2.074,2.49,2.614,5.031,2.758,2.727,2.465,3.982,3.544,3.852,2.751,2.45,1.702,1.434,1.357,1.455,1.513,1.524,2.587
"1151","C3","A 3","TH-PCHR0039 ",1.456,0.7379,1.204,1.539,2.358,2.497,3.288,3.13,3.016,4.019,3.112,1.794,3.171,2.779,2.779,2.408,2.041,1.474,1.376,1.269,1.031,1.968,3.696,4.16
"1152","C3","A 3","TH-PCHR0040 ",1.1,1.008,1.254,1.576,1.988,2.372,3.146,3.076,3.817,3.761,2.937,2.118,3.126,2.179,2.921,2.514,1.991,1.321,0.6415,1.02,1.938,3.472,3.548,3.48
"1153","C3","A 3","TH-PCHR0041 ",1.78,1.33,1.551,2.191,2.138,2.894,2.14,2.28,5.13,2.955,1.731,2.03,3.814,0.6972,2.745,2.942,2.876,2.29,1.177,1.017,3.36,1.905,2.044,3.285
"1154","C3","A 3","TH-PCHR0042 ",0.9631,1.434,2.362,1.838,1.807,3.123,3.793,3.24,2.965,3.643,2.076,0.907,4.119,3.261,2.472,1.897,1.924,1.518,1.389,1.827,1.286,1.452,3.229,3.777
"1155","C3","A 3","TH-PCHR0046 ",1.72,1.181,1.159,0.7666,1.865,2.484,3.072,3.282,3.566,3.74,2.836,2.479,2.558,2.216,3.958,4.22,3.03,1.917,1.243,1.542,2.701,1.156,1.5,2.109
"1156","C3","A 3","TH-PCHR0050 ",1.674,1.325,1.405,0.9523,2.093,3.582,4.252,3.461,2.556,2.289,2.558,2.003,3.215,3.745,3.331,2.293,2.178,1.431,1.182,0.9907,1.334,1.921,2.84,3.691
"1157","C2","A 2","TH-PCHR0055 ",1.492,1.019,1.553,2.287,1.752,2.688,3.767,3.607,3.32,3.531,1.911,1.224,2.069,1.25,1.869,2.286,1.317,2.302,3.627,3.185,3.567,3.949,1.588,1.141
"1158","C3","A 3","TH-PCHR0095 ",1.869,1.464,1.652,1.835,1.93,2.332,2.984,2.755,5.123,2.663,1.642,1.903,2.77,2.371,2.143,1.789,1.803,1.966,0.5596,2.011,2.429,1.987,4.141,4.181
"1159","C3","A 3","TH-PCHR0107 ",1.719,1.198,1.373,1.628,1.937,3.003,3.17,2.937,3.732,4.12,1.993,1.342,2.783,2.827,3.146,2.318,1.893,1.599,1.358,1.234,1.638,1.823,2.729,4.803
"1160","C2","A 2","TH-PCHR0111 ",1.643,0.6113,1.081,2.15,1.987,2.763,3.037,2.566,3.56,4.17,2.624,1.958,1.285,0.1265,1.055,2.718,2.469,3.106,2.875,2.896,3.278,3.357,2.624,2.362
"1161","C2","A 2","TH-PCHR0158 ",1.209,0.6539,1.312,1.817,2.405,2.725,3.218,2.516,3.363,4.163,2.717,2.053,0.8298,1.374,2.985,2.148,2.169,2,3.925,2.763,2.864,3.845,2.307,0.9414
"1162","C2","A 2","TH-PCHR0160 ",1.251,1.094,1.81,1.978,3.462,3.422,1.683,2.496,3.83,3.71,1.892,1.523,1.219,0.5844,1.301,1.843,2.868,3.011,2.36,2.963,3.795,3.74,2.474,1.993
"1163","C3","A 3","TH-PCHR0161 ",1.824,1.314,1.389,1.467,1.576,2.692,3.733,3.57,3.7,3.446,1.638,1.803,2.874,3.619,3.202,0.9896,0.8698,1.509,2.541,3.71,2.894,1.267,1.96,2.716
"1164","C3","A 3","TH-PEVR0006 ",1.493,1.353,0.6314,1.57,1.749,2.043,3.01,3.229,3.648,3.692,2.759,2.974,3.217,4.421,3.392,2.834,2.435,1.782,1.046,1.125,1.5,1.778,2.142,2.478
"1165","C3","A 3","TH-PEVR0010 ",1.308,1.386,1.67,1.793,2.358,3.295,3.381,1.942,3.573,4.222,1.59,1.633,1.262,2.063,2.425,1.578,1.759,2.98,1.968,0.7614,2.578,3.286,3.078,4.414
"1166","C5","A 4","TH-PEVR0011 ",1.164,1.277,1.694,1.881,2.573,3.002,3.276,1.916,3.738,4.223,1.679,1.729,1.577,4.072,3.871,2.302,3.045,2.871,1.582,1.128,2.047,2.9,1.422,1.335
"1167","C3","A 3","TH-PEVR0018 ",0.9558,2.008,1.104,1.943,2.337,2.714,2.637,2.399,3.881,4.404,1.939,1.829,3.695,3.804,3.476,2.638,2.546,1.831,0.941,0.9073,1.46,1.887,2.088,2.879
"1168","C1","A 1","TH-PEVR0019 ",2.962,1.692,1.525,1.662,1.76,1.877,1.961,1.999,2.012,2.015,4.252,4.435,3.436,3.93,3.849,3.081,2.269,1.87,1.335,1.097,1.456,1.445,2.055,2.328
"1169","C5","A 4","TH-PEVR0021 ",1.16,1.248,1.672,2.27,2.247,2.677,3.341,2.36,3.911,4.124,1.517,1.624,1.151,2.312,3.094,2.98,2.776,2.614,2.753,1.244,3.443,3.717,0.5621,1.505
"1170","C1","A 1","TH-PEVR0044 ",2.863,3.831,4.258,3.5,1.829,1.814,1.97,1.911,1.738,1.492,1.341,1.604,3.141,3.658,3.372,3.403,3.37,2.058,1.28,1.081,1.183,1.385,1.777,2.443
"1171","C4","A 1","TH-PKER0002 ",3.896,3.417,3.347,2.035,1.36,1.248,1.029,1.165,1.727,2.361,2.939,2.938,2.981,3.821,3.738,3.378,2.735,2.202,1.703,1.602,1.624,1.363,1.101,1.213
"1172","C4","A 1","TH-PKER0009 ",3.578,3.792,2.519,1.523,1.038,1.531,1.929,2.084,1.536,1.186,3.337,3.407,3.479,3.637,3.692,2.005,1.985,0.6448,1.409,1.335,2.176,1.603,2.34,3.155
"1173","C5","A 2","TH-PKER0016 ",1.658,0.9911,1.216,1.125,1.956,2.649,3.219,3.562,3.642,3.38,2.548,1.515,3.129,3.473,2.341,1.131,3.397,3.279,1.415,2.097,3.153,1.655,0.4888,1.902
"1174","C4","A 1","TH-PKER0024 ",4.587,2.973,1.593,0.9545,0.877,1.943,2.621,1.916,2.54,3.012,2.102,2.344,1.993,3.988,4.26,3.3,2.416,1.932,1.643,1.435,1.633,1.703,1.425,1.733
"1175","C5","A 2","TH-PKER0025 ",2.886,1.341,1.255,1.015,0.8731,1.695,2.79,2.785,2.564,3.798,3.421,3.039,2.853,2.81,3.901,3.717,2.992,1.584,0.8247,1.7,0.8811,1.918,1.888,2.393
"1176","C5","A 2","TH-PKER0039 ",2.846,1.158,1.189,1.187,0.8863,2.544,2.831,2.458,2.34,2.412,3.719,3.892,1.249,3.77,4.026,3.19,2.411,2.335,0.978,1.263,2.838,1.981,1.858,1.562
"1177","C4","A 1","TH-PKER0041 ",3.212,2.845,2.262,1.563,1.946,2.115,1.53,1.104,1.012,2.089,3.457,4.325,2.598,3.516,3.722,2.659,2.838,3.129,2.223,1.066,1.936,2.216,0.8556,0.7024
"1178","C4","A 1","TH-PKER0043 ",3.908,4.091,3.567,2.225,1.637,1.731,1.77,1.28,1.259,1.681,2.194,2.12,3.561,3.535,3.996,3.068,2.397,2.079,1.701,1.26,1.604,1.551,1.144,1.566
"1179","C4","A 1","TH-PKER0045 ",3.572,3.045,1.779,1.022,1.786,1.427,1.349,1.875,1.518,2.716,3.988,3.386,3.318,3.613,3.886,2.609,2.644,2.275,1.246,0.7985,1.101,1.527,1.999,2.446
"1180","C4","A 1","TH-PKER0052 ",2.86,2.504,2.018,1.62,1.672,1.542,1.541,1.787,1.556,1.904,3.959,4.499,2.565,3.331,2.758,2.111,1.853,2.173,1.374,0.6186,3.065,4.295,2.067,1.25
"1181","C4","A 1","TH-PKER0053 ",3.703,4.004,3.699,2.227,1.976,2.125,1.697,0.7643,1.624,1.662,2.345,1.635,3.594,3.87,3.666,2.851,2.465,2.18,1.712,1.254,1.748,1.769,0.9544,1.397
"1182","C4","A 1","TH-PKER0058 ",4.483,3.433,1.842,1.651,1.924,1.589,2.306,2.263,1.053,1.218,2.438,3.263,2.367,4.108,3.805,3.385,2.883,1.845,1.569,1.535,1.477,1.47,1.515,1.502
"1183","C4","A 1","TH-PKER0059 ",3.673,3.092,1.773,1.137,1.741,2.609,2.014,1.685,0.9048,1.668,3.158,4.006,3.047,3.456,3.384,2.658,2.19,2.157,0.9629,0.5825,1.077,2.062,2.371,3.515
"1184","C4","A 1","TH-PKER0063 ",2.23,2.583,2.164,2.355,1.811,2.975,1.772,1.557,1.464,1.468,1.976,5.106,0.6837,3.475,3.935,2.478,2.848,1.881,2.045,1.392,1.334,1.332,2.976,3.082
"1185","C4","A 1","TH-PKER0079 ",2.458,3.702,1.335,0.8589,1.014,1.81,1.976,3.282,2.059,2.057,3.097,3.813,4.087,2.293,3.685,2.879,2.911,1.662,1.561,1.452,1.031,1.276,1.661,2.964
